Source,Title,Author,Date,URL,Access Date
Amt für Statistik Berlin-Brandenburg,Eheschließungen\, Geborene und Gestorbene in Berlin 2021,Amt für Statistik Berlin-Brandenburg,2022-07,https://download.statistik-berlin-brandenburg.de/2f603c43d2511fb4/39b9db463d42/SB_A02-01-00_2021j01_BE.pdf,2023-04-17
